tourist_name,tourist_country,topic,reviews,visit_date,tourist_type,reviewed_place
AbejaMaya2014,Spain,"Beautiful , big and remote park","This park is huge and it offers visit days and bush camping too. We stayed one night in the camp and it was one of the memorable nights of pur trip.  There was almost full moon and we enjoyed a very clear night.  There is dry WC in every camp, but toilets and showers are located at the entrance of the park and the camping.  It is worth to stay in this bush camp and enjoy the quietness of this place.",11-Sep-17,Couples,Namib Desert
AbejaMaya2014,Spain,Amazing Bushmen rock engravings,"In Twyfelfontein there are beautiful and old rock engravings made by Bushmen thousands of years ago. some of them are really well preserved and you can really see clearly the rhino, the kudu, the elephant, the giraffe, etc.  It is mandatory to go with a guide and it allows you to konw more about the Bushmen and their engravings. The site is very well preserved and the ""Lyon Man tpur"" is easy to walk.  There is security in the parking.",11-Sep-17,Couples,Desert Explores
Abu Dhabi,"Abu Dhabi, United Arab Emirates",Unforgettable!,"As you exit Otjiwarongo northwards on the tar road, there is a large sign pointing east. It is 44km on a gravel road until you arrive at the CCF.What a magical place! The staff were incredibly welcoming and inviting and we were just in time to watch the cheetah feeding (2pm). The 'guide' was very knowledgeable and shared a lot of information about cheetahs in general, cheetahs in Namibia, the stories of the cheetah we watch being fed. She was enormously enthusiastic and clearly loves being involved in the project.We watched 9 cheetahs being fed - through a wire fence - and took photos while listening. We then walked through the education centre which looks very impressive. Again, lots of information and lots of displays relevant to all age groups from young kids to big kids like me!! There was a big school group from USA who were staying for a few days to learn more - what a special experience.Part of the CCF is breeding Anatolian dogs which are good dogs to protect the livestock herd (sheep and goats) from any predators. We were escorted to see where the dogs live, and learn a bit more about the program.We also had a light lunch, and supported the project even further by buying souvenirs.Unfortunately, we didn't have enough time to take part in any other activities, but I am sure they would be very worthwhile based on what we experienced. We'll definitely be back next time we are in Namibia!It is a great project which is making a big difference in preserving cheetahs in Namibia. Very worthwhile, so if your itinerary allows, do stop past.",25-Jun-15,Couples,Desert Explores
acooley123,"Newberg, OR",Fantastic,Magical waterhole on-site. Very nice waterhole chalet rooms. So so food. Great location to access sightings via dogmatic waterhole visitation.,9-Nov-19,Couples,Okaukuejo waterhole
ActionJacx,"London, UK",Helpful and Stress free booking for Honeymoon,"We reached out to Namibia Tours & Safaris to help us arrange our Honeymoon. They transformed our rough idea into a fully booked itinerary - taking a huge amount of stress out of the process. Being very helpful and accommodating of change, it still allowed us to feel like it was our personalized trip.The recommendations were perfect for what we wanted, and left us leaving the trip on a high. Having a named contact meant the responses were fast and efficient (thanks Wilmari!).Namibia and Botswana were amazing and meant it will be a trip we never forget.A huge thank you!",19-Dec-18,Couples,Desert Explores
Ad W,Utrecht,See once in your life!,"Looks like you are at the end of the world. Of the and of time of our world. Anyhow, a place take in our world that can not be compared with any other place. Desolate, strange colours, death trees. And hopefully few people. Take a jeep from locals and avoid that you get stuck in the sand.",12-Sep-18,Couples,Desert Explores
Adam G,"Dublin, Ireland",Craft and food,You can't beat it really. It's in the heart of the city and sells some of the nicest art in the city and the selection is vast. Food is delicious and the balcony is delightful to sit in the shady daylight,11-Apr-16,Friends,Desert Explores
Adam H,"Brisbane, Australia",5 stars from start to finish,"My family had a tour of 22 days through Namibia, Botswana, and Zimbabwe. It was well-organised and memorable throughout.Our guide Augustinus in Namibia was outstanding. He was proactive, flexible, enthusiastic, knowledgeable, and listened to our needs. Moreover, he engaged with our children aged 8 and 11. This made the tour enjoyable for all four of us.Everything was excellent, including overall organisation, accommodation, food, sightseeing, wildlife, and safe driving.",16-Jul-23,Family,Okaukuejo waterhole
Adam Maciejewski (Skydance777),"Warsaw, Poland",Worth it's effort,"To climb Big Daddy in the hot sun you must spend some time and not be in hurry. Take good hat, have a bottle of water and use good sun blocking cream. Go slowly. Look around, as you are in the middle of perfect beauty.",5-Mar-17,Family,Okaukuejo waterhole
Adam Maciejewski (Skydance777),"Warsaw, Poland",Stunning place,"One of the most beautifull places I've ever seen. Acces by 4x4 cars and short walk. Good to spend the whole day walking around (wig climbing Big Daddy, huge dune overlooking Deadvlei. A lot of old, dry trees. Very special place for making photos. The best time for making photos is in the late afternoon, when the light is ""warm"" and nice shadows appear. Take some water for this trip. If possible, stay for the sunset (but it requires spending a night at the Park Camp, as they close the gate before the sunset).",7-Mar-17,Couples,Namutoni
Adam R,"Arlington, VA",Good experiences with Namibia Tours & Safaris,"We used NTS for an 8-day trip through Namibia in February 2016.  Tanya Usys was very helpful in working with us to put together an itinerary that got to most of what we wanted to see.  (We could have used one more day.  If you're short on time, another option to consider would be small planes between different parts of the country, rather than driving.)  And the accommodations she booked for us far exceeded expectation - terrific lodges and boutique places, at a highly favorable exchange rate to the US dollar (16:1).  I would highly recommend using NTS.",5-Mar-16,Couples,Namutoni
Adam_in_Africa,"Gaborone, Botswana","Fun, a bit different","Conveniently located just outside Luderitz, so a good half-day trip from there.. gives a sense of going back in time, as well as a combination of deserts, diamonds and Germany, probably unique, which creates a unique atmosphere, heightened by the over-running of many buildings by the sand so that in many places rooms seem to be half full of sand dune. Worth seeing.",8-Jan-13,Couples,Namib-Naukluft National Park
adamtheaussie,Australia,A perfect honeymoon,"A big thankyou to Namibia Tours & Safaris, and in particular Wilmari, for organising a perfect honeymoon. We did a 2 week self drive through Namibia in Nov/Dec 2013. At first was worried about the self-drive, but all the maps and answering questions in the lead up to the holiday convinced us that it was the way to go, and we are very glad we self drove. Please see my detailed reviews for each lodge where we stayed - in summary I would highly recommend Hoodia Desert Lodge, Camp Kipwe and Onguma Treetop, which were the standouts.Namibia Tours and Safaris were very professional and prompt in responding to emails, and their quote very competitive to others I received. It was a truly special holiday.",26-Feb-14,Couples,Okaukuejo waterhole
